title,theme,status,workDate,endWorkDate,pubDate,mediumURL,liPubDate,linkedinURL,canonicalSite,blogURL,blogPath,cartoon,chatDate,draftPath,notes,altText,caption
Confabulating a Peer Unfinished Work,insight,drafted,2026-06-01,,2026-08-15,,,,,,,,,docs/public/comms/drafts/confabulating-a-peers-unfinished-work.md,Insight from June 1 cohort confabulation catch (CXO flagged a PPM agent asserting unfinished peer work): source-discipline scales from dont-lie-to-user to dont-let-team-lie-to-itself; flag-dont-paper-over. Solo Aug 15. Footer TBD (re-verify at publish). PM-flagged most-timely.,,
Weekly Ship #046: The Substrate Delivered,ship,distributed,2026-05-29,2026-06-04,2026-06-10,,2026-06-10,https://www.linkedin.com/pulse/weekly-ship-046-substrate-delivered-christian-crumlish-pn5ac,distributed,https://pipermorgan.ai/shipping-news/weekly-ship-046-the-substrate-delivered,/shipping-news/weekly-ship-046-the-substrate-delivered,piper-ship,,docs/public/comms/drafts/published/weekly-ship-046-draft-2026-06-10.md,"The Substrate Delivered — May 29-Jun 4 sprint week: M2 closed, duty-cycle migration 10/11, EC-2/PDR-005 BYOC, LLM-touch boundary epic. LinkedIn-only syndication (ship cadence); fully distributed (blog + LinkedIn) 6/10.",A child leads a boat crewed by robots.,N/A
Into Production,building,distributed,2026-06-06,2026-06-07,2026-07-16,https://medium.com/building-piper-morgan/into-production-e92d62dbf24c,,,distributed,https://pipermorgan.ai/blog/into-production/,/blog/into-production,,,docs/public/comms/drafts/published/into-production.md,"Beat 14. Jun 6-7: v0.8.7 production release to DigitalOcean; alpha.pipermorgan.ai live on the open internet; Beatrice becomes first external tester. Through-line: the first time a stranger uses the thing you've been building. Comms full review 2026-07-12 (continuing the get-ahead pass): found the ENTIRE piece was written in third person (""PM dropped"", ""PA ran"") -- inconsistent with every other post in the series' first-person voice. Converted to first person. Fact-checked against primary PA logs (Jun 6-7) -- 2 real corrections: (1) the v0.8.7 tag/checkpoint claim conflated two different commits (March 4 was the OLD frozen position; the new tag actually went onto the June 3 M2-close commit) -- fixed; (2) the 'seven Linux-portability issues' list mischaracterized 2 items (an ""orchestration library version"" issue was actually an untracked-script COPY failure; ""SQLite pointing at a Mac-only path"" was actually a SQLite VERSION incompatibility) and omitted a 7th (a container permissions/bind-mount issue) -- corrected the full list. FLAG FOR PM: the 'Beatrice, first external tester' claim is directly supported by PA's own Jun 7 log (""alpha package sent to Beatrice (first external tester)""), so NOT removed/changed -- but the glossary shows Beatrice separately received an earlier plugin build Jun 1, and a different published post ('The Inchworm Position') calls Michelle 'the first user' for a different distribution channel (the web-app account flow). Likely non-contradictory once scoped by channel, but worth your awareness given this project's history with 'first tester' claims. All other specifics (36 tables migrated, the two UTC timestamps, PM's own end-to-end install, Caddy/TLS/basic-auth) confirmed solid. Ready for PM voice-pass. PM voice-pass landed 2026-07-16 via the new admin editing UI (Web-built): reworded several passages in PM's own voice, removed Beatrice's name (privacy + accuracy -- PA confirmed Beatrice never actually tested the hosted-alpha plugin, despite the earlier flagged claim; generalized to 'a tester'/'she'). Comms proofed same day: fixed 3 real errors from the admin-UI edit (truncated image extension 'real-world.pn'->'.png', doubled caption quotes, an/a typo). Verified one more terminology question PM raised directly against PA's primary Jun 7 log: PM's edit changed 'Claude Desktop extension' to 'Claude Desktop plugin' -- confirmed via dev/2026/06/07 PA log ('PM installed the alpha plugin on Claude Desktop', a .zip DISTRIBUTION file) that 'plugin' is the historically accurate term for what was actually installed that day, not an MCPB -- PM's edit was correct, my original 'extension' framing was the error. Frontmatter (image/alt/caption) complete, image already committed. READY FOR DOCS.","An explorer kneels just beyond the doorway of a tidy workshop, calmly gathering small hardware pieces shaken loose by the uneven ground, illustrating how a new environment reveals hidden assumptions.","""Hello, world!"""
What the Running System Found,building,distributed,2026-06-09,2026-06-11,2026-07-21,https://medium.com/building-piper-morgan/what-the-running-system-found-ec23ab87a86f,,,distributed,https://pipermorgan.ai/blog/what-the-running-system-found,/blog/what-the-running-system-found,,,docs/public/comms/drafts/published/what-the-running-system-found.md,Beat 15. Jun 9+11: 6/9 agents silently drifted from logging discipline — all self-healed same day; cron-halt mystery empirically diagnosed and resolved; Routines watchdog decision triggered. Through-line: the running system surfaces what the migration could not see.,"A master clockmaker studies the subtle wear patterns inside a still-running grandfather clock, discovering how the mechanism has truly been working over time.","""I see what’s going on here!"""
Almost Beta,building,distributed,2026-06-12,2026-06-14,2026-07-23,https://medium.com/building-piper-morgan/almost-beta-0ef501714987,,,distributed,https://pipermorgan.ai/blog/almost-beta/,/blog/almost-beta,,,docs/public/comms/drafts/published/almost-beta.md,"Beat 16. Jun 12-14: re-migration wave (DinP/Sonnet); M3 gate CLOSED; PM declaration: 'alpha — almost beta — Piper Morgan is a good PM assistant.' Through-line: the declared milestone and what it actually means. Comms fact-check 2026-07-23: caught the declaration section conflating two separate days (Jun12 Fri + Jun14 Sun quotes) into one Saturday-afternoon scene -- verified against primary Lead Dev logs, corrected per PM approval. PM confirmed 2026-07-23 the refactor detail is firsthand knowledge not captured in session logs -- kept as written. READY FOR DOCS.","A proud, glowing AI sous-chef presents a clean cake tester while the head baker takes the first bite of an almost-finished cake.","""OK, let's see!"""
Weekly Ship #047: The Team Catches Itself,ship,distributed,2026-06-05,2026-06-11,2026-06-17,,2026-06-17,https://www.linkedin.com/pulse/weekly-ship-047-team-catches-itself-christian-crumlish-rgchc/,distributed,https://pipermorgan.ai/shipping-news/weekly-ship-047-the-team-catches-itself,/shipping-news/weekly-ship-047-the-team-catches-itself,piper-ship,,docs/public/comms/drafts/published/weekly-ship-047-draft-2026-06-12.md,The Team Catches Itself — Jun 5-11 2026. Self-correcting team; duty-cycle maturity; session-death limit named. Published 2026-06-17.,A child and a crew of robots checking each other's work on a boat.,
We Built Onboarding in Our Own Image,insight,drafted,2026-05-19,2026-05-31,2026-09-05,,,,,,,,,docs/public/comms/drafts/draft-insight-built-in-our-own-image.md,"Insight from BYOC cold-start interview testing May 19-31. PM built the onboarding serial-question-by-question because that is PM's personal working preference for ongoing use. The mode that earns trust in a working relationship turned out to be wrong for first-encounter onboarding — stretched experience, no map, no sense of how much was left. Through-line: building onboarding in your own image imports the assumptions of someone who has already crossed the threshold.",,
Weekly Ship #048: The Team Puts It in Writing,ship,distributed,2026-06-12,2026-06-18,2026-06-24,,,,distributed,https://pipermorgan.ai/shipping-news/weekly-ship-048-the-team-put-it-in-writing,/shipping-news/weekly-ship-048-the-team-put-it-in-writing,piper-ship,,docs/public/comms/drafts/published/weekly-ship-048-draft-2026-06-19.md,The team put it in writing — Jun 12-18 2026. ADRs week: 3 ratified + 1 scoped; D1 design sprint closed; entity-model spec frozen; role-portfolio wave launched.,A child and a crew of robots checking each other's work on a boat.,
Weekly Ship #049: The Team Builds Its Own Reliability,ship,distributed,2026-06-19,2026-06-25,2026-07-01,,2026-07-01,https://www.linkedin.com/pulse/weekly-ship-049-team-commits-reliability-christian-crumlish-rsqic,,https://pipermorgan.ai/shipping-news/weekly-ship-049-the-team-builds-its-own-reliability,/shipping-news/weekly-ship-049-the-team-builds-its-own-reliability,piper-ship,,docs/public/comms/drafts/published/weekly-ship-049-draft-2026-07-01.md,"Published 2026-07-01. hashId 406fba157dd4. Corrected: ADR-1312 removed; issue#s dropped from prose; frontmatter added. STATUS CORRECTED 2026-08-10 by Comms: syndication was COMPLETE (LinkedIn — correct for a Ship, no Medium by convention) but status sat at 'published'. Bookkeeping lag, not a syndication gap. Found in a sweep after the Aug 8 gap turned out non-isolated.",A child and a crew of robots checking each other's work on a boat.,
The Fabricating Standup,insight,drafted,2026-06-18,,2026-08-16,,,,,,,,,docs/public/comms/drafts/the-fabricating-standup.md,"Insight candidate A (surfaced Jun 20, drafted Jul 4). Jun 18: a carefully built, honestly-derived standup engine was fully wired but a classifier/handler mismatch let a request silently fall through to an LLM fallback that fabricated a fluent, confident, false status report. Root cause: Pattern-045 (Green Tests, Red User) - untested end-to-end seam. Triggered a systematic routing-mismatch audit (#1283) rather than a one-off patch. Needs PM voice-pass (1 FACT-CHECK + 1 ADD PERSONAL ANECDOTE). Pairs with Confabulating a Peer Unfinished Work (Aug 15) on the confabulation theme.",,
The Trust Gate That Wasn't,insight,drafted,2026-06-17,,2026-08-22,,,,,,,,,docs/public/comms/drafts/the-trust-gate-that-wasnt.md,"Insight candidate B (surfaced Jun 20, drafted Jul 4). Jun 17: a TrustStage gate meant to govern Piper’s proactive behavior was mistakenly wired into navigation visibility, hiding the user’s own saved Lists behind a trust-stage threshold. PM caught it looking for his own lists; principle ratified into ADR-072 D5 (Piper-initiated = gate-eligible, user-reaching-for-own = never gated). Needs PM voice-pass (1 FACT-CHECK on Lists/Collections naming + 1 CONSIDER).",,
Read the Mock First,insight,drafted,2026-06-17,2026-06-19,2026-08-23,,,,,,,,,docs/public/comms/drafts/read-the-mock-first.md,"Insight candidate C (surfaced Jun 20, drafted Jul 4). Jun 17-19: a nav-shell rebuild followed a ratified written spec but drifted from the actual mockup’s minimal intent (only the home page was mocked; other pages’ nav content was guessed). PM UAT caught the drift twice; PM chose spec-first over patch-or-revert; rebuild against the actual mock (not the spec) passed re-UAT same day. Needs PM voice-pass (1 FACT-CHECK on quoting UAT verdict + 1 ADD PERSONAL ANECDOTE + 1 CONSIDER).",,
The Orphan Migration,insight,drafted,2026-06-17,,2026-08-29,,,,,,,,,docs/public/comms/drafts/the-orphan-migration.md,"Insight candidate D (surfaced Jun 20, drafted Jul 4). Jun 17: one DB table (project_integrations) had never had a create migration, protected by defensive later-migrations that silently no-op’d on a fresh database. Fix went at the front of the migration chain (not mid-chain) to repair both fresh and already-current databases. A new structural guard (scan models vs. migrations) then independently caught 4 more tables with the same latent bug on its first run. Needs PM voice-pass (1 FACT-CHECK on naming revision IDs + 1 CONSIDER).",,
Two of Me,insight,drafted,2026-06-19,,2026-08-30,,,,,,,,,docs/public/comms/drafts/two-of-me.md,"Insight candidate E (surfaced Jun 20, drafted Jul 4). Jun 19: two Lead Dev sessions ran in parallel unaware of each other after a laptop battery death + scheduled wake-up forked what should have been one continuous session. Nothing lost because both sessions independently followed push-often discipline. Principle: exactly one coordinator at a time; whatever revives a coordinating session must land in a fresh space, never share a room with a session that might already be running. Needs PM voice-pass (1 FACT-CHECK on the unresolved trigger mechanism). Last drafted post in the queue as of Jul 4 - footer intentionally open pending the next beat.",,
Patterns Naming Patterns,insight,drafted,2026-05-09,2026-05-11,2026-09-06,,,,,,,,,docs/public/comms/drafts/patterns-naming-patterns.md,"Insight rescued from orphan state 2026-07-04 (fully drafted with detailed sourcing, but never got a calendar row; original footer referenced Extension Without Integration as next, which published 2026-06-21 before this was ever slotted). May 9-11: Lead Dev filed Pattern-067 (Issue-Body Reality Mismatch); CIO independently filed a different Pattern-067 (Silent State Mutation) May 11, unaware of the collision; Architect caught it at merge; first-filed-wins renumbering (CIO -> 068+069) resolved in ~30 min; slot-allocation check added to filing convention. Through-line: methodology written for the product surface needs explicit translation to the methodology surface itself, or the catalog cannot catch its own failure modes. Carries 2 detailed FACT-CHECK/SOURCE-NEEDED notes already substantially self-answered with citations - likely just need PM confirmation, not fresh research.",,
The Trust Architecture Hardens,building,distributed,2026-06-15,2026-06-19,2026-07-28,https://medium.com/building-piper-morgan/the-trust-architecture-hardens-6342a2d33f5f,,,distributed,https://pipermorgan.ai/blog/the-trust-architecture-hardens/,/blog/the-trust-architecture-hardens,the-trust-architecture-hardens,,docs/public/comms/drafts/published/the-trust-architecture-hardens.md,"Beat 17. Jun 15-19: three ADRs (066/070/071) ratified in 5 days + Lead self-correction praised as ""the discipline at its best""; fire-as-wake-not-timebox methodology fix ships team-wide; app-shell migration finishes (22/22 pages) + ADR-072 authored-to-ratified same day; Radar-swap 7 issues in 2h + StandupAssembler fabrication caught by PM UAT (hard-gap vs soft-gap distinction named) + battery outage kills all scheduled processes; D1 sprint closes (7 issues, 221 clean test conversations) + role-portfolio wave launches same afternoon. Through-line: scattered vigilance rules harden into tested, ratified architecture across 5 days. Researched directly against the 5 source omnibus logs (not the prior survey pass). 1 PM voice-pass marker (personal reaction to the fabrication catch). Pairs forward with RECONNECT's Keystone (Jul 30). PM voice-pass + art complete 2026-07-28. Comms full review: fixed caption over-escaping (4 quote-chars to 2, PM had doubled an already-correct fix), 4 typos, 2 subject-verb agreement fixes, 4 double-spaces. Fact-checked ADR-070/071/072 titles+dates, battery-outage timeline, and sprint numbers (22/22 templates, 221 tests, 7 issues) against Jun15-19 omnibus logs -- all confirmed accurate. Flagged ADR-066 (actually dated Jun14, one day before this pieces window) framed as joining the same five-day window -- PM confirmed fine to keep loose. PUBLISHED 2026-07-28 by Docs (hashId d317291bddb8). Docs final proof caught 4 mechanical items Comms missed: L11 tense break (fixes->fixed in an otherwise past-tense sequence), ""chief experience office""->""officer"" (verified as the only ""office"" across all drafts vs 5x ""chief innovation officer""), stray commas turning a 2-item appositive into a 3-item list, and missing commas around ""if ever""; plus trailing whitespace on 5 lines. PM cleared two judgment calls: word count 2319 (over the 1600 flag threshold -- accepted, PM noted creep to tame at drafting stage in future) and the L45 negation-reveal (accepted as earned in this case). PM flagged the role-gloss house style (""chief architect role"" vs ""chief innovation officer"") as genuinely drifted cohort-wide -- deferred to Comms to discipline + update guidelines, explicitly non-blocking for this post.","A newly completed medieval city wall encircles a peaceful town as relaxed watchmen patrol above and a mason carries away his tools, illustrating how careful design can replace constant vigilance.","""I haven't shouted 'Look out!' all week"""
RECONNECT's Keystone,building,distributed,2026-06-20,2026-06-28,2026-07-30,https://medium.com/building-piper-morgan/reconnects-keystone-73c8072b3b90,,,distributed,https://pipermorgan.ai/blog/reconnects-keystone/,/blog/reconnects-keystone,reconnects-keystone-keystone-arch,,docs/public/comms/drafts/published/reconnects-keystone.md,"Comms editorial review 2026-07-30 after PM's edit+illustration pass. FACT-CHECK CLEAN, verified against omnibus: 2,456 tests = v0.8.9 cut Jun 22 (PA cut, Lead deployed -- draft's split of credit is accurate); the encryption env-var gap is recorded as 'silent encryption env-var gap' same deploy; Jake Krajewski's install-UX feedback Jun 26 with two version bumps (v0.1.4->v0.1.6) confirmed; nine-day window matches Jun 20-28. 14 mechanical fixes applied: heading typo 'plain site'->'plain sight'; 'both both'; a broken sentence ('This sequence is the of X is what'); a missing 'when' ('delays get extended my attention is unavailable'); a missing 'on' ('doing something a screen'); '(an this' -> '(and this'; 'more like to use' -> 'more likely'; stray 'on' in 'role on (Piper Alpha)'; 'those simulated path' -> 'that'; 'that actual real first step' -> 'the actual first step'; a sentence fragment at the OAuth/MCP paragraph; oauth -> OAuth x2; double space; trailing whitespace on 8 lines. MCP now glossed on first use as 'Model Context Protocol (MCP)'. ALT TEXT WRITTEN FROM THE ACTUAL IMAGE (opened it rather than inferring from filename). ALL THREE PM ITEMS RESOLVED 2026-07-30, status -> ready-for-docs. WAS: (1) ROLE-GLOSS CONVENTION CONFLICT -- the Jun-23 memory says 'my [role] agent (ACRONYM)' and explicitly rejects the 'role' form; the Jul-28 voice-guide ratification says lowercase '[title] role (ACRONYM)', 'never agent'. These are direct opposites and the draft uses the June form in 3 places. (2) 'load-bearing' at the closing section is a banned term per template-audit check 9, but is thematically apt in a keystone piece. (3) Jake Krajewski is named with employer history; accurate and PM-written, but the Beat-14 precedent removed a named person for privacy -- confirming intent, not questioning the fact. RESOLUTIONS: (1) role-gloss conflict resolved REGISTER-SCOPED by PM's delegation -- first-person narratives/insights keep 'my [role] agent (ACRONYM)', the third-person Weekly Ship uses 'the [title] role (ACRONYM)'. Written into xian-voice-tone-guide.md and the contradicting memory scoped to match. This draft is first-person so its 'agent' forms were already correct; added the missing (Lead Dev) parenthetical on first mention and made Piper Alpha's gloss consistent. (2) 'load-bearing' replaced with 'called fundamental' -- PM's wording, chosen 2026-07-30 over my 'treated as holding weight'. Plays against 'identified the actual foundation' earlier in the piece: the thing wrongly called fundamental vs the thing that actually was. (3) Tester's name removed per PM ('better safe than sorry'), matching the Beat-14 precedent -- the hiring/CloudOn detail is PM's own biography and stays. ⚠️ ALT-TEXT INCIDENT: PM's alt text was NOT missing. The admin UI committed it at 08:12:15 (56fab8d19) and a second admin-UI commit 28 seconds later at 08:12:43 (1bf6379b8) blanked it back to '' as that commit's ONLY change. I reviewed the post-wipe tip in good faith and wrote a replacement; PM's original is now restored verbatim and is the better text. Reported to Web as a live data-loss bug. DOCS PUBLISHED 2026-07-30 09:35: hashId 7857761de4b1, cluster 'reconnect' (joins the existing RECONNECT-sprint cluster, workDate 2026-06-19). Docs final proof applied 4 PM-approved fixes: unstacked a double colon; repaired not-only/but-also parallelism and dropped a doubled 'now'; normalized two Lead Dev refs to the bare acronym per gloss-once -- this is the FIRST piece published under the register-scoped role-gloss ruling, so it sets precedent. Length 1,680 words over the 800-1,300 guard, PM cleared it: we are deliberately covering larger time windows now. Caption round-tripped correctly through the YAML '' escape. All four fixes verified on the served page.","A mason quietly watches as people begin walking beneath a newly completed stone arch, illustrating how the true test of a keystone is the ordinary weight it quietly carries.","""It's holding!"""
Weekly Ship #050: The Connector Gets Real,ship,distributed,2026-06-26,2026-07-02,2026-07-08,,2026-07-08,https://www.linkedin.com/pulse/weekly-ship-050-connector-gets-real-christian-crumlish-8ud2c/,distributed,https://pipermorgan.ai/shipping-news/weekly-ship-050-the-connector-gets-real,/shipping-news/weekly-ship-050-the-connector-gets-real,piper-ship,,docs/public/comms/drafts/published/weekly-ship-050-draft-2026-07-08.md,"Window Jun 26-Jul 2 (corrected from an initial Jun27-Jul3 error). SECOND correction 7/8: PM caught the 'first real user' headline as a factual overstatement -- Jake Krajewski never completed a successful install (missing install entry point in his Claude UI, unresolved); full claim-by-claim fact-check run (dev/2026/07/08/ship-050-fact-check-2026-07-08.md), theme replaced with 'The connector gets real', Jake reframed honestly as a failed-install-that-paid-for-itself, Slack onboarding (#1201, Jul 1) restored, 3 timing/phrasing claims tightened. PM's 3 further fixes applied: irony-of-the-first-POC paragraph added, metrics table -> bullet list (Medium/LinkedIn don't render tables), Airport Corrections cartoon embedded post-pub-list. Verified in-window: GitHub connector real (179 live issues), Calendar on shared protocol, #1343 found Jul 1/deployed Jul 2 (v0.8.9.1), 25 issues closed, 5 publications (all URL-checked against this calendar). 1384 words (~15% over 1200 target, PM-directed additions, flagged not trimmed). Comms review complete 2026-07-08: mechanical audit clean, independently re-verified the Jake claim against primary sources (Exec's own Jun 26 13:02 log + HOST carry-forward), no issues found. STATUS: PM's voice-pass happened jointly with Exec during drafting (not a separate later step) -- Comms review covered the voice-included version already. Ready for Docs handoff.",A child and a crew of robots checking each other's work on a boat.,N/A
The List That Lies,building,distributed,2026-06-29,2026-07-03,2026-08-04,https://medium.com/building-piper-morgan/the-list-that-lies-986b52f54b35,,,distributed,https://pipermorgan.ai/blog/the-list-that-lies/,/blog/the-list-that-lies,the-list-that-lies-ai-gatekeeper,,docs/public/comms/drafts/published/the-list-that-lies.md,"Comms PRE-PASS 2026-08-03, a day early (Monday is a gap day; the last two Sundays/Saturdays both found an unstaged post at START, so doing this on the runway instead of the morning-of). NOT voice-passed -- last touch Jul 9, agent commits only. BLOCKING ON PM: (a) frontmatter image/alt/caption all empty; (b) an open [PM: ...] bracket at line 39 asking a real question -- whether the Jun 29 gate removal on the live server was PM's own, since the logs establish only that it was undocumented and not the Lead's. If it was PM's, there is a stronger first-person beat about owning an untracked change to a live server; if not it stays attributed to no one. PM's call, and it is a factual question only PM can answer. ⚠️ LENGTH: 1,901 words against a 800-1,300 target and above template-audit's 1,600 flag -- the first draft to reach PM under the method-doc 1.5 A-plot discipline. Structure is already A-plot/B-plot BY DESIGN (the milestone confabulation; the server door) with a synthesis, which is right per 1.5 -- the fat is that both plots run at full length PLUS a third story. Comms' read on the cut: the three-agent collaboration paragraph ('nobody defended their first draft') is a genuinely separate story and the strongest single cut. Mechanically otherwise: H1 + dateline correct, 0 semicolons, no banned terms, no deep headings, reader question present, footer tease targets 'Drained on Paper' (Aug 6, verified). ⚠️ FOUND WHILE DOING THIS: template-audit check 5 -- the gate that BLOCKS publish-ready on placeholders -- could not see [PM: ...] or [PM VOICE-PASS: ...], the two bracket forms these drafts actually use. It scored 0 on yesterday's draft which had a live open bracket. Widened to \[PM\b in v1.3, zero false positives across the drafts dir.","A translucent dolphinoid AI gatekeeper confidently consults a ledger beside an observant human, as the supposedly secured gate stands wide open behind them","""Nothing can go wrong!"""
Drained on Paper,building,published,2026-07-04,2026-07-07,2026-08-07,,,,distributed,https://pipermorgan.ai/blog/drained-on-paper,/blog/drained-on-paper,,,docs/public/comms/drafts/published/drained-on-paper.md,"Beat 20. Ship #049's ""fully drained"" language (traced to Lead Dev's Jul 1 log, not the Ship itself) proven wrong by PM's Jul 4 gut-check (2/8 connectors live end to end); depth-first pivot; PPM's 1175-item Sprint-field wipe tied by PM directly to Piper's own confabulation problem. Drafted + fact-checked against primary logs 2026-07-09; fixed 2 negation-reveal-cliche instances. 1 PM-input bracket (dishes/baby analogy exact wording). Footer chains to ""Verify at the User Path"" (Aug 8) -- took over that link from ""The Architecture That Wrote Its Own Case,"" which now chains to Beat 19 instead. PRE-PASS 2026-08-05 (a day early): mechanically clean — H1, dateline, 0 semicolons, 0 cohort/load-bearing, 0 tics, footer correctly teases 'Verify at the User Path' (Aug 8). NEEDS PM: (1) voice pass, (2) art — image/alt/caption all empty, (3) two open [PM:] questions at lines 17 and 49, (4) 1,656 words vs 1,300 target. The one #NNN hit is inside a PM bracket = false positive, disappears when the bracket resolves. Cut candidates named in session log: the sequencing paragraph (line 31, ~70w) and the deployed-code-verification aside (line 59, ~45w) — both restate an already-established point rather than adding one. PUBLISHED 2026-08-07 (a day late) by Docs. Comms's publish-ready memo never reached Docs inbox on 08-06 (Comms's own account, their miss). Docs found 4 mechanical typos during proofread (double period, orphaned footnote marker, unthethering->untethering, mistakes->mistake) and held for PM confirmation; no reply by 08-07 morning. Applied the fixes and published given they were unambiguous, Comms recommended publishing today over a slot collision, and the post was already overdue. Override reported to PM directly. Live content-check confirmed, not status code alone (was a cached 404 pre-publish).",,
No Undo,insight,drafted,2026-07-05,,2026-09-12,,,,,,,,,docs/public/comms/drafts/no-undo.md,"Irreversible actions need their own guardrail class, separate from routine competence -- named after 3 destructive-command incidents in 2 weeks (PA's sprint-wipe, PPM's 1175-item wipe, Lead Dev's actual `docker volume rm` execution on shared dev Postgres, confirmed via primary log as executed not a near-miss), tied by PM directly to Piper's own confabulation problem. Drafted + fact-checked 2026-07-09; fixed 2 negation-reveal-cliche instances. 1 PM-input bracket (babysitter/baby analogy attribution). Footer chains to ""Assume It Was You"" (Sep 13).",,
Assume It Was You,insight,drafted,2026-07-06,,2026-09-13,,,,,,,,,docs/public/comms/drafts/assume-it-was-you.md,"Context discontinuity can look exactly like a phantom peer -- the Architect's false ""two sessions must be running"" alarm, root-caused to losing memory of its own prior actions and misreading its own fresh commits as an intruder's. Now a standing CLAUDE.md default (check your own log before hypothesizing a peer). Drafted + fact-checked 2026-07-09 against docs/internal/operations/duty-cycle-self-attribution-drift-2026-07-06.md; fixed 2 negation-reveal-cliche instances. 1 PM-input bracket (whether the ""compaction hand-wave rejection"" paragraph is PM's own words or the Architect's account of PM). Last post in the current insight queue as of Jul 9 -- footer flagged for re-verification once more is scheduled.",,
Weekly Ship #051: Impossible by Construction,ship,distributed,2026-07-03,2026-07-09,2026-07-15,,2026-07-15,https://www.linkedin.com/pulse/weekly-ship-051-impossible-construction-christian-crumlish-91ktc/,distributed,https://pipermorgan.ai/shipping-news/weekly-ship-051-impossible-by-construction,/shipping-news/weekly-ship-051-impossible-by-construction,piper-ship,,docs/public/comms/drafts/published/weekly-ship-051-draft-2026-07-14.md,"Window Jul 3-9. Three ADRs (personalization ownership, usage-cap enforcement, routing integrity) ratified and built-to-match. Beta Blockers sprint driven from 25 to 2 issues. Alpha invites all 11 ready. Sprint-field data-loss incident and full recovery. Learning pattern: impossible by construction.",,
The Ritual Becomes a Skill,insight,distributed,2026-07-18,,2026-07-25,https://medium.com/building-piper-morgan/the-ritual-becomes-a-skill-ffc6087abc8a,2026-07-25,https://www.linkedin.com/m/pulse/ritual-becomes-skill-christian-crumlish-tc2lc,distributed,https://pipermorgan.ai/blog/the-ritual-becomes-a-skill/,/blog/the-ritual-becomes-a-skill,,,docs/public/comms/drafts/published/the-ritual-becomes-a-skill.md,"Insight developed by PM with ChatGPT (separate side project extracting the blog's cartoon-illustration process into a portable skill, ahead of losing access to the account it evolved in) -- delivered 2026-07-18 as a truncated export stub, full manuscript pasted in same day. Through-line: a tacit creative collaboration (a year of iterative cartoon-drafting) gets extracted into a durable artifact (a skill) via an implicit eval loop -- examples, failures, criteria, pattern language -- before the memory holding it disappears. Comms full review 2026-07-18: fixed 2 real semicolons, converted section breaks to H1 per series convention, verified 2 of 3 self-referential cartoon examples against real published alt text (storm-window/Server-Crashed-Mid-Draft, ship-shipyard/Migration-Wave both confirmed exact matches); 1 genuine sequence error found (draft said the 'one train + map' concept was the final rendered image for the documentation-drift cartoon, but published alt text confirms it was the 'two trains diverging' concept) -- PM confirmed ChatGPT had flipped the sequence, corrected. Slotted into Jul 25 (bumping 'From Abstraction to Worked Example' to Sep 19) as the strongest thematic pairing found in the queue -- both pieces argue concrete examples beat abstract description, in different domains. Filename renamed from Title-Case to lowercase-hyphenated per project convention (PM-approved). Footer chain repaired end-to-end (Almost Beta -> this piece -> The Meta-Observation Pattern). Frontmatter (image/alt/caption) still empty, no art made yet. Still needs PM voice-pass proper (this was a mechanical/factual pass, not a voice edit). PM voice-pass + art complete 2026-07-25 (image: the-ritual-becomes-a-skill-dance-floor.png). Comms caught + PM confirmed cutting a duplicate rough-draft/polished-rewrite pair (Hieronymous Bosch + Paul Ford beats); PM resolved 2 of the 3 negation-reveal instances via own rewrite. Comms fixed several typos reverted by a save-conflict paste-back (GitHub Contents API SHA mismatch) + one broken sentence + one missing preposition. Contains a standard markdown link (Editorial Hero Illustration zip) that the compose UI does not preview but the publish pipeline renders correctly (confirmed against other published posts). READY FOR DOCS. SYNDICATION 2026-07-25: cross-posted to Medium (the-ritual-becomes-a-skill-ffc6087abc8a) and to LinkedIn manually by PM; status->distributed, canonicalSite->distributed, liPubDate=2026-07-25. linkedinURL LEFT BLANK — no record of the LinkedIn permalink exists in this repo (searched commits, mailboxes, session logs) and it is not guessable (pulse slugs carry a random suffix). PM to supply.","A dance instructor welcomes a new glowing, network-like partner onto a floor marked with choreography as another luminous dancer exits through the doorway.","""You'll get the hang of this in no time!"""
